od620,row,column,hour,testid,media,taxa,well,experiment,hour.exp,sp_id,bac_sp,sp_full
0.409,B,7,24,446,13d-Keratin,Sp.2,B7,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.541,C,7,24,446,13d-Keratin,Sp.3,C7,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.363,D,7,24,446,13d-Keratin,blank,D7,6,24,NA,NA,NA - NA
0.352,A,8,24,446,13d-Keratin,Sp.1,A8,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.393,B,8,24,446,13d-Keratin,Sp.2,B8,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.528,C,8,24,446,13d-Keratin,Sp.3,C8,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.37,D,8,24,446,13d-Keratin,blank,D8,6,24,NA,NA,NA - NA
0.369,A,9,24,446,13d-Keratin,Sp.1,A9,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.403,B,9,24,446,13d-Keratin,Sp.2,B9,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.52,C,9,24,446,13d-Keratin,Sp.3,C9,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.377,D,9,24,446,13d-Keratin,blank,D9,6,24,NA,NA,NA - NA
0.373,A,1,24,446,5d-Keratin,Sp.1,A1,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.402,B,1,24,446,5d-Keratin,Sp.2,B1,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.495,C,1,24,446,5d-Keratin,Sp.3,C1,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.353,D,1,24,446,5d-Keratin,blank,D1,6,24,NA,NA,NA - NA
0.333,A,2,24,446,5d-Keratin,Sp.1,A2,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.387,B,2,24,446,5d-Keratin,Sp.2,B2,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.484,C,2,24,446,5d-Keratin,Sp.3,C2,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.344,D,2,24,446,5d-Keratin,blank,D2,6,24,NA,NA,NA - NA
0.327,A,3,24,446,5d-Keratin,Sp.1,A3,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.397,B,3,24,446,5d-Keratin,Sp.2,B3,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.494,C,3,24,446,5d-Keratin,Sp.3,C3,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.346,D,3,24,446,5d-Keratin,blank,D3,6,24,NA,NA,NA - NA
0.351,A,4,24,446,9d-Keratin,Sp.1,A4,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.391,B,4,24,446,9d-Keratin,Sp.2,B4,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.526,C,4,24,446,9d-Keratin,Sp.3,C4,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.355,D,4,24,446,9d-Keratin,blank,D4,6,24,NA,NA,NA - NA
0.344,A,5,24,446,9d-Keratin,Sp.1,A5,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.377,B,5,24,446,9d-Keratin,Sp.2,B5,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.545,C,5,24,446,9d-Keratin,Sp.3,C5,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.342,D,5,24,446,9d-Keratin,blank,D5,6,24,NA,NA,NA - NA
0.348,A,6,24,446,9d-Keratin,Sp.1,A6,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.379,B,6,24,446,9d-Keratin,Sp.2,B6,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.563,C,6,24,446,9d-Keratin,Sp.3,C6,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.37,D,6,24,446,9d-Keratin,blank,D6,6,24,NA,NA,NA - NA
0.218,E,1,24,446,M9,blank,E1,6,24,NA,NA,NA - NA
0.22,F,1,24,446,M9,Sp.1,F1,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.224,G,1,24,446,M9,Sp.2,G1,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.258,H,1,24,446,M9,Sp.3,H1,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.278,E,2,24,446,M9,blank,E2,6,24,NA,NA,NA - NA
0.262,F,2,24,446,M9,Sp.1,F2,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.235,G,2,24,446,M9,Sp.2,G2,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.267,H,2,24,446,M9,Sp.3,H2,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.276,E,3,24,446,M9,blank,E3,6,24,NA,NA,NA - NA
0.251,F,3,24,446,M9,Sp.1,F3,6,24,EKS17.29,need 16S,EKS17.29 - need 16S
0.24,G,3,24,446,M9,Sp.2,G3,6,24,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.278,H,3,24,446,M9,Sp.3,H3,6,24,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.354,A,10,25,446,1%-Keratin,Sp.1,A10,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.376,B,10,25,446,1%-Keratin,Sp.2,B10,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.365,C,10,25,446,1%-Keratin,Sp.3,C10,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.359,D,10,25,446,1%-Keratin,blank,D10,6,25,NA,NA,NA - NA
0.362,A,11,25,446,1%-Keratin,Sp.1,A11,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.362,B,11,25,446,1%-Keratin,Sp.2,B11,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.38,C,11,25,446,1%-Keratin,Sp.3,C11,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.372,D,11,25,446,1%-Keratin,blank,D11,6,25,NA,NA,NA - NA
0.38,A,12,25,446,1%-Keratin,Sp.1,A12,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.357,B,12,25,446,1%-Keratin,Sp.2,B12,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.379,C,12,25,446,1%-Keratin,Sp.3,C12,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.373,D,12,25,446,1%-Keratin,blank,D12,6,25,NA,NA,NA - NA
0.367,A,7,25,446,13d-Keratin,Sp.1,A7,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.423,B,7,25,446,13d-Keratin,Sp.2,B7,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.541,C,7,25,446,13d-Keratin,Sp.3,C7,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.362,D,7,25,446,13d-Keratin,blank,D7,6,25,NA,NA,NA - NA
0.356,A,8,25,446,13d-Keratin,Sp.1,A8,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.402,B,8,25,446,13d-Keratin,Sp.2,B8,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.527,C,8,25,446,13d-Keratin,Sp.3,C8,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.371,D,8,25,446,13d-Keratin,blank,D8,6,25,NA,NA,NA - NA
0.369,A,9,25,446,13d-Keratin,Sp.1,A9,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.411,B,9,25,446,13d-Keratin,Sp.2,B9,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.521,C,9,25,446,13d-Keratin,Sp.3,C9,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.377,D,9,25,446,13d-Keratin,blank,D9,6,25,NA,NA,NA - NA
0.374,A,1,25,446,5d-Keratin,Sp.1,A1,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.41,B,1,25,446,5d-Keratin,Sp.2,B1,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.512,C,1,25,446,5d-Keratin,Sp.3,C1,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.356,D,1,25,446,5d-Keratin,blank,D1,6,25,NA,NA,NA - NA
0.336,A,2,25,446,5d-Keratin,Sp.1,A2,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.398,B,2,25,446,5d-Keratin,Sp.2,B2,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.498,C,2,25,446,5d-Keratin,Sp.3,C2,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.347,D,2,25,446,5d-Keratin,blank,D2,6,25,NA,NA,NA - NA
0.332,A,3,25,446,5d-Keratin,Sp.1,A3,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.405,B,3,25,446,5d-Keratin,Sp.2,B3,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.506,C,3,25,446,5d-Keratin,Sp.3,C3,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.348,D,3,25,446,5d-Keratin,blank,D3,6,25,NA,NA,NA - NA
0.35,A,4,25,446,9d-Keratin,Sp.1,A4,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.398,B,4,25,446,9d-Keratin,Sp.2,B4,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.544,C,4,25,446,9d-Keratin,Sp.3,C4,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.356,D,4,25,446,9d-Keratin,blank,D4,6,25,NA,NA,NA - NA
0.343,A,5,25,446,9d-Keratin,Sp.1,A5,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.387,B,5,25,446,9d-Keratin,Sp.2,B5,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.562,C,5,25,446,9d-Keratin,Sp.3,C5,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.343,D,5,25,446,9d-Keratin,blank,D5,6,25,NA,NA,NA - NA
0.348,A,6,25,446,9d-Keratin,Sp.1,A6,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.39,B,6,25,446,9d-Keratin,Sp.2,B6,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.585,C,6,25,446,9d-Keratin,Sp.3,C6,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.37,D,6,25,446,9d-Keratin,blank,D6,6,25,NA,NA,NA - NA
0.217,E,1,25,446,M9,blank,E1,6,25,NA,NA,NA - NA
0.22,F,1,25,446,M9,Sp.1,F1,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.217,G,1,25,446,M9,Sp.2,G1,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.254,H,1,25,446,M9,Sp.3,H1,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.275,E,2,25,446,M9,blank,E2,6,25,NA,NA,NA - NA
0.263,F,2,25,446,M9,Sp.1,F2,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.22,G,2,25,446,M9,Sp.2,G2,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.272,H,2,25,446,M9,Sp.3,H2,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.277,E,3,25,446,M9,blank,E3,6,25,NA,NA,NA - NA
0.254,F,3,25,446,M9,Sp.1,F3,6,25,EKS17.29,need 16S,EKS17.29 - need 16S
0.231,G,3,25,446,M9,Sp.2,G3,6,25,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.286,H,3,25,446,M9,Sp.3,H3,6,25,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.354,A,10,26,446,1%-Keratin,Sp.1,A10,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.374,B,10,26,446,1%-Keratin,Sp.2,B10,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.368,C,10,26,446,1%-Keratin,Sp.3,C10,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.357,D,10,26,446,1%-Keratin,blank,D10,6,26,NA,NA,NA - NA
0.363,A,11,26,446,1%-Keratin,Sp.1,A11,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.362,B,11,26,446,1%-Keratin,Sp.2,B11,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.378,C,11,26,446,1%-Keratin,Sp.3,C11,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.368,D,11,26,446,1%-Keratin,blank,D11,6,26,NA,NA,NA - NA
0.38,A,12,26,446,1%-Keratin,Sp.1,A12,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.358,B,12,26,446,1%-Keratin,Sp.2,B12,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.387,C,12,26,446,1%-Keratin,Sp.3,C12,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.373,D,12,26,446,1%-Keratin,blank,D12,6,26,NA,NA,NA - NA
0.37,A,7,26,446,13d-Keratin,Sp.1,A7,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.431,B,7,26,446,13d-Keratin,Sp.2,B7,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.543,C,7,26,446,13d-Keratin,Sp.3,C7,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.366,D,7,26,446,13d-Keratin,blank,D7,6,26,NA,NA,NA - NA
0.355,A,8,26,446,13d-Keratin,Sp.1,A8,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.413,B,8,26,446,13d-Keratin,Sp.2,B8,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.527,C,8,26,446,13d-Keratin,Sp.3,C8,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.369,D,8,26,446,13d-Keratin,blank,D8,6,26,NA,NA,NA - NA
0.37,A,9,26,446,13d-Keratin,Sp.1,A9,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.42,B,9,26,446,13d-Keratin,Sp.2,B9,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.521,C,9,26,446,13d-Keratin,Sp.3,C9,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.378,D,9,26,446,13d-Keratin,blank,D9,6,26,NA,NA,NA - NA
0.373,A,1,26,446,5d-Keratin,Sp.1,A1,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.425,B,1,26,446,5d-Keratin,Sp.2,B1,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.526,C,1,26,446,5d-Keratin,Sp.3,C1,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.354,D,1,26,446,5d-Keratin,blank,D1,6,26,NA,NA,NA - NA
0.337,A,2,26,446,5d-Keratin,Sp.1,A2,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.408,B,2,26,446,5d-Keratin,Sp.2,B2,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.513,C,2,26,446,5d-Keratin,Sp.3,C2,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.344,D,2,26,446,5d-Keratin,blank,D2,6,26,NA,NA,NA - NA
0.333,A,3,26,446,5d-Keratin,Sp.1,A3,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.419,B,3,26,446,5d-Keratin,Sp.2,B3,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.523,C,3,26,446,5d-Keratin,Sp.3,C3,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.347,D,3,26,446,5d-Keratin,blank,D3,6,26,NA,NA,NA - NA
0.353,A,4,26,446,9d-Keratin,Sp.1,A4,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.407,B,4,26,446,9d-Keratin,Sp.2,B4,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.562,C,4,26,446,9d-Keratin,Sp.3,C4,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.355,D,4,26,446,9d-Keratin,blank,D4,6,26,NA,NA,NA - NA
0.346,A,5,26,446,9d-Keratin,Sp.1,A5,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.398,B,5,26,446,9d-Keratin,Sp.2,B5,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.591,C,5,26,446,9d-Keratin,Sp.3,C5,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.344,D,5,26,446,9d-Keratin,blank,D5,6,26,NA,NA,NA - NA
0.35,A,6,26,446,9d-Keratin,Sp.1,A6,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.402,B,6,26,446,9d-Keratin,Sp.2,B6,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.604,C,6,26,446,9d-Keratin,Sp.3,C6,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.376,D,6,26,446,9d-Keratin,blank,D6,6,26,NA,NA,NA - NA
0.223,E,1,26,446,M9,blank,E1,6,26,NA,NA,NA - NA
0.219,F,1,26,446,M9,Sp.1,F1,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.214,G,1,26,446,M9,Sp.2,G1,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.257,H,1,26,446,M9,Sp.3,H1,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.269,E,2,26,446,M9,blank,E2,6,26,NA,NA,NA - NA
0.258,F,2,26,446,M9,Sp.1,F2,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.223,G,2,26,446,M9,Sp.2,G2,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.271,H,2,26,446,M9,Sp.3,H2,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.271,E,3,26,446,M9,blank,E3,6,26,NA,NA,NA - NA
0.255,F,3,26,446,M9,Sp.1,F3,6,26,EKS17.29,need 16S,EKS17.29 - need 16S
0.246,G,3,26,446,M9,Sp.2,G3,6,26,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.275,H,3,26,446,M9,Sp.3,H3,6,26,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.356,A,10,27,446,1%-Keratin,Sp.1,A10,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.375,B,10,27,446,1%-Keratin,Sp.2,B10,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.368,C,10,27,446,1%-Keratin,Sp.3,C10,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.358,D,10,27,446,1%-Keratin,blank,D10,6,27,NA,NA,NA - NA
0.363,A,11,27,446,1%-Keratin,Sp.1,A11,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.362,B,11,27,446,1%-Keratin,Sp.2,B11,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.377,C,11,27,446,1%-Keratin,Sp.3,C11,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.369,D,11,27,446,1%-Keratin,blank,D11,6,27,NA,NA,NA - NA
0.384,A,12,27,446,1%-Keratin,Sp.1,A12,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.357,B,12,27,446,1%-Keratin,Sp.2,B12,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.384,C,12,27,446,1%-Keratin,Sp.3,C12,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.376,D,12,27,446,1%-Keratin,blank,D12,6,27,NA,NA,NA - NA
0.37,A,7,27,446,13d-Keratin,Sp.1,A7,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.44,B,7,27,446,13d-Keratin,Sp.2,B7,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.543,C,7,27,446,13d-Keratin,Sp.3,C7,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.365,D,7,27,446,13d-Keratin,blank,D7,6,27,NA,NA,NA - NA
0.357,A,8,27,446,13d-Keratin,Sp.1,A8,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.422,B,8,27,446,13d-Keratin,Sp.2,B8,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.527,C,8,27,446,13d-Keratin,Sp.3,C8,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.37,D,8,27,446,13d-Keratin,blank,D8,6,27,NA,NA,NA - NA
0.37,A,9,27,446,13d-Keratin,Sp.1,A9,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.428,B,9,27,446,13d-Keratin,Sp.2,B9,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.521,C,9,27,446,13d-Keratin,Sp.3,C9,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.38,D,9,27,446,13d-Keratin,blank,D9,6,27,NA,NA,NA - NA
0.374,A,1,27,446,5d-Keratin,Sp.1,A1,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.439,B,1,27,446,5d-Keratin,Sp.2,B1,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.541,C,1,27,446,5d-Keratin,Sp.3,C1,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.359,D,1,27,446,5d-Keratin,blank,D1,6,27,NA,NA,NA - NA
0.34,A,2,27,446,5d-Keratin,Sp.1,A2,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.422,B,2,27,446,5d-Keratin,Sp.2,B2,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.525,C,2,27,446,5d-Keratin,Sp.3,C2,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.347,D,2,27,446,5d-Keratin,blank,D2,6,27,NA,NA,NA - NA
0.33,A,3,27,446,5d-Keratin,Sp.1,A3,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.434,B,3,27,446,5d-Keratin,Sp.2,B3,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.536,C,3,27,446,5d-Keratin,Sp.3,C3,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.349,D,3,27,446,5d-Keratin,blank,D3,6,27,NA,NA,NA - NA
0.351,A,4,27,446,9d-Keratin,Sp.1,A4,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.418,B,4,27,446,9d-Keratin,Sp.2,B4,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.582,C,4,27,446,9d-Keratin,Sp.3,C4,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.356,D,4,27,446,9d-Keratin,blank,D4,6,27,NA,NA,NA - NA
0.345,A,5,27,446,9d-Keratin,Sp.1,A5,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.41,B,5,27,446,9d-Keratin,Sp.2,B5,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.607,C,5,27,446,9d-Keratin,Sp.3,C5,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.348,D,5,27,446,9d-Keratin,blank,D5,6,27,NA,NA,NA - NA
0.351,A,6,27,446,9d-Keratin,Sp.1,A6,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.411,B,6,27,446,9d-Keratin,Sp.2,B6,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.618,C,6,27,446,9d-Keratin,Sp.3,C6,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.374,D,6,27,446,9d-Keratin,blank,D6,6,27,NA,NA,NA - NA
0.227,E,1,27,446,M9,blank,E1,6,27,NA,NA,NA - NA
0.227,F,1,27,446,M9,Sp.1,F1,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.222,G,1,27,446,M9,Sp.2,G1,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.254,H,1,27,446,M9,Sp.3,H1,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.272,E,2,27,446,M9,blank,E2,6,27,NA,NA,NA - NA
0.259,F,2,27,446,M9,Sp.1,F2,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.217,G,2,27,446,M9,Sp.2,G2,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.272,H,2,27,446,M9,Sp.3,H2,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.272,E,3,27,446,M9,blank,E3,6,27,NA,NA,NA - NA
0.248,F,3,27,446,M9,Sp.1,F3,6,27,EKS17.29,need 16S,EKS17.29 - need 16S
0.24,G,3,27,446,M9,Sp.2,G3,6,27,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.281,H,3,27,446,M9,Sp.3,H3,6,27,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.354,A,10,28,446,1%-Keratin,Sp.1,A10,6,28,EKS17.29,need 16S,EKS17.29 - need 16S
0.373,B,10,28,446,1%-Keratin,Sp.2,B10,6,28,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.368,C,10,28,446,1%-Keratin,Sp.3,C10,6,28,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.357,D,10,28,446,1%-Keratin,blank,D10,6,28,NA,NA,NA - NA
0.365,A,11,28,446,1%-Keratin,Sp.1,A11,6,28,EKS17.29,need 16S,EKS17.29 - need 16S
0.363,B,11,28,446,1%-Keratin,Sp.2,B11,6,28,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.379,C,11,28,446,1%-Keratin,Sp.3,C11,6,28,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.371,D,11,28,446,1%-Keratin,blank,D11,6,28,NA,NA,NA - NA
0.386,A,12,28,446,1%-Keratin,Sp.1,A12,6,28,EKS17.29,need 16S,EKS17.29 - need 16S
0.361,B,12,28,446,1%-Keratin,Sp.2,B12,6,28,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.382,C,12,28,446,1%-Keratin,Sp.3,C12,6,28,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.374,D,12,28,446,1%-Keratin,blank,D12,6,28,NA,NA,NA - NA
0.37,A,7,28,446,13d-Keratin,Sp.1,A7,6,28,EKS17.29,need 16S,EKS17.29 - need 16S
0.453,B,7,28,446,13d-Keratin,Sp.2,B7,6,28,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.542,C,7,28,446,13d-Keratin,Sp.3,C7,6,28,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
0.364,D,7,28,446,13d-Keratin,blank,D7,6,28,NA,NA,NA - NA
0.358,A,8,28,446,13d-Keratin,Sp.1,A8,6,28,EKS17.29,need 16S,EKS17.29 - need 16S
0.43,B,8,28,446,13d-Keratin,Sp.2,B8,6,28,EKS20.10,Stenotrophomonas,EKS20.10 - Stenotrophomonas
0.527,C,8,28,446,13d-Keratin,Sp.3,C8,6,28,BR1.2,Acinetobacter,BR1.2 - Acinetobacter
